Edad,Area Construida,Area Total,Estrato,Habitaciones,Baños,Patio,Deposito 1,Piso 2,Tipo de comedor sala comedor,Depósito o cuarto útil,Tipo de casa tradicional,Piso 3,Tipo de estufa gas,Lote vacio,Número de Ascensores 1,Tipo de local en centro comercial,Con terraza,Tipo de comedor comedor independiente,Sobre vía principal,Número de líneas teléfonicas 0,Tipo de cocina abierta,Parqueadero visitantes,Cerca colegios / universidades,Cocina integral,Jacuzzi,Número de local 1,Hall de alcobas,Tipo de cortinas persianas,Zona comercial,Closets 4,Equipado / amoblado,Acceso para discapacitados,Cuarto de servicio,Tipo de piso en estudio cerámica,Chimenea,Piso en baldosa,Baño auxiliar,Jardín,Deposito 0,Piso 4,Tipo de piso en sala cerámica,Comedor auxiliar,Tipo acabado de piso laminado,Calefacción,Baños de servicio,Tipo de piso en alcobas laminado,Piscina,Tipo acabado de piso cerámica,Número de Ascensores 0,Esquinero,Zonas verdes,Tipo de lote lote vacío,Ascensor,Tipo de parqueadero propio,Vigilancia 0,Gimnasio,Tipo de piso en comedor cerámica,Tipo de piso en comedor laminado,Cerca parques,Tipo de piso en sala laminado,Ubicado en edificio,Alarma,Portería,Salón comunal,Calentador gas,Tipo de casa condominio,Número de local 0,Piso en madera,Tipo de cocina paralela,Sauna / turco,Piso 1,Conjunto cerrado,Sobre vía secundaria,Vista exterior,Zona de BBQ,Tipo de cocina lineal,Estudio o biblioteca,Cerca supermercados,Tipo de piso en estudio laminado,Zona residencial,Vista panorámica,Número de Ascensores 2,Vigilancia,Cerca transporte público,Instalación de gas natural,Piso en porcelanato,Terraza/Balcón terraza,Parqueadero cubierto,Vigilancia 24hrs,Cocina tipo americano,Piso 0,Vivienda bifamiliar,Características del parqueadero cubierto,Apto para niños,Zona para niños,Piso 5,Circuito cerrado de TV,Citófonos,Cerca centros comerciales,Zona campestre,Zona de lavandería,Terraza/Balcón balcón,date,city,Se permite fumar,Sendero peatonal,Area lote 300 m²,Tipo acabado de piso baldosa,Piso 7,Closets 3,Piso 6,Características del parqueadero descubierto,Jardín interior,Número de piso 3,Jardines,Cerca a tiendas de barrio,Con Terraza,Extractor,Número de piso 5,Número de piso 6,Número de Closets 4,Vista interior,Número de piso 2,&Aacute;rea del lote 90,Horno,Cerca a Jardines y Colegios,Cocina Tipo Americano,Depósito 0,Número local 1,Número local 0,Con chimenea,Fondo 1 m,Tipo local en centro comercial,Tipo de acabado piso cerámica,Cerca Transporte Público,Cerca a gimnasio ,&Aacute;rea del lote 96,Tipo de Casa condominio,&Aacute;rea del lote 300,Tipo de acabado piso baldosa,Lote Vacio,Características del Parqueadero cubierto,Tipo local otro,Lavaplatos,Cerca Centros Comerciales,Tipo de piso en alcobas cerámica,Cerca Parques,En interior y/o bloque,&Aacute;rea del lote 72,Número de piso 4,Tipo de estufa electrica,Número de piso 1,Cerca a restaurantes,Tipo comedor sala comedor,Tipo instalación de gas natural,Área Terraza/Balcón 1,Depósito 1,Hall de Alcobas,Tipo de parqueadero independiente,Tipo de Casa tradicional,Cerca Colegios / Universidades,Salón  comunal,Tipo de Cocina abierta,Piso en alfombra,Tipo de Cocina lineal,Vivienda Bifamiliar,Puertas de seguridad,Tipo lote lote en construcción,Cerca Supermercados,Sauna y/o turco,Ubicado en Edificio,Número de piso 7,Zona de lavanderia,Baño Auxiliar,Tipo lote lote vacío,&Aacute;rea del lote 20,Cerca a hospitales,Número de piso 0,Zona Residencial,Número de niveles 2,Número de Closets 3,Número de piso 8,Con calefacción,Zona Campestre,Tipo de calentador gas,Número de niveles 3,Zona Comercial,Baño de Servicio,Tipo comedor comedor independiente,Shut de basura,Ancho 1 m,grid_id,Precio,prediction_label,flag
Entre 10 y 20 años,76.1,74.0,4,3.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,1.0,,,1.0,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,1.0,,,,,0.0,,,,1.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,1.0,1.0,,,,1.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,231.0,270.0,271.0739229392116,1
Entre 10 y 20 años,354.0,354.0,3,2.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,530.4271,536.1966929299892,1
Entre 10 y 20 años,120.0,120.0,5,3.0,3.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,1.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,1.0,0.0,1.0,0.0,,1.0,,,,0.0,1.0,,,,0.0,,1.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,550.0,529.0149000287578,0
Entre 5 y 10 años,137.0,137.0,3,3.0,3.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,1.0,0.0,1.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,1.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,327.7,354.22131625318144,1
Entre 10 y 20 años,150.0,150.0,5,3.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,1.0,0.0,1.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,500.0,520.7516802687649,1
Entre 0 y 5 años,52.0,50.0,5,2.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,1.0,,1.0,1.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,,1.0,0.0,,1.0,0.0,,,,,0.0,1.0,,,,,0.0,,,,1.0,0.0,0.0,1.0,,0.0,,,,1.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,1.0,1.0,,,,1.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,274.0,290.0,284.67968634072764,0
Entre 5 y 10 años,25.0,25.0,2,1.0,1.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,1.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,120.0,124.27928499459767,1
Entre 10 y 20 años,75.0,72.0,5,2.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,1.0,,1.0,1.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0,,,,,0.0,1.0,,,,,0.0,,,,1.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,1.0,,1.0,1.0,,,,1.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,274.0,270.0,255.85630864116231,0
Entre 5 y 10 años,102.58,100.0,5,3.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,1.0,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,1.0,,,,,1.0,,0.0,0.0,1.0,,1.0,0.0,,1.0,0.0,,,,,0.0,1.0,,,,,0.0,,,,1.0,0.0,0.0,1.0,,1.0,,,,1.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,1.0,1.0,,,,1.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,274.0,460.0,474.3706023274166,1
Entre 5 y 10 años,93.46,93.46,5,3.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,1.0,,0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,,,,,0.0,1.0,,,,,0.0,,,,0.0,0.0,0.0,1.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,1.0,,,,1.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,274.0,380.0,404.61883693121405,1
Entre 10 y 20 años,145.0,145.0,3,3.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,1.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,228.0,250.0,461.32193916615216,1
Entre 0 y 5 años,138.0,138.0,5,4.0,3.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,1.0,,,,,,,1.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,1.0,,0.0,0.0,1.0,,1.0,1.0,,1.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,1.0,1.0,0.0,1.0,,1.0,,,,1.0,1.0,,,,0.0,,1.0,1.0,,,,,0.0,1.0,,1.0,1.0,,,,1.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,273.0,477.0,493.5666186623064,1
Más de 20 años,101.0,101.0,3,5.0,3.0,0.0,,,,0.0,,,0.0,,0.0,,,,1.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,317.0,250.0,255.42488375167616,1
Entre 10 y 20 años,150.0,150.0,5,3.0,3.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,1.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,1.0,1.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,274.0,590.0,547.5513025900881,0
Entre 10 y 20 años,150.0,150.0,3,3.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,1.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,320.0,317.27367725109167,0
Entre 5 y 10 años,52.24,52.24,5,2.0,3.0,0.0,,,,0.0,,,0.0,,0.0,,,,1.0,,,0.0,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,1.0,,,,1.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,1.0,9/22/2024,tunja,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,295.0,205.0,219.8739424853949,1
Entre 5 y 10 años,211.0,211.0,5,4.0,3.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,1.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,1.0,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,295.0,550.0,555.055347755072,1
Entre 0 y 5 años,72.7,68.0,2,3.0,2.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,1.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,1.0,,,,1.0,9/22/2024,tunja,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,253.0,280.0,255.02483381456386,0
Entre 10 y 20 años,187.0,187.0,5,5.0,4.0,1.0,,,,1.0,,,0.0,,0.0,,,,0.0,,,0.0,,1.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,1.0,0.0,,,,,0.0,0.0,,0.0,1.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,495.0,494.38749716280836,0
Entre 10 y 20 años,127.0,127.0,5,3.0,3.0,0.0,,,,0.0,,,0.0,,0.0,,,,0.0,,,0.0,,0.0,0.0,,,,,,,0.0,0.0,0.0,,0.0,,0.0,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,,0.0,1.0,,0.0,0.0,,,,,0.0,0.0,,,,,0.0,,,,1.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,,,,0.0,,1.0,1.0,,,,,0.0,0.0,,0.0,0.0,,,,0.0,9/22/2024,tunja,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,360.0,486.99720822688624,1
